,administrative_area_level_1,country,administrative_area_level_2
0,Aomori,Japan,
0,Aomori,Japan,Higashitsugaru District
0,Aomori,Japan,
0,Aomori,Japan,
0,Aomori,Japan,Kitatsugaru District
0,Aomori,Japan,Nishitsugaru District
0,Aomori,Japan,Sannohe District
0,Aomori,Japan,
0,Aomori,Japan,Kamikita District
0,Aomori,Japan,Higashitsugaru District
0,Aomori,Japan,
0,Akita,Japan,
0,Akita,Japan,
0,Akita,Japan,Yamamoto District
0,Akita,Japan,
0,Akita,Japan,Semboku District
0,Akita,Japan,Minamiakita District
0,Akita,Japan,
0,Akita,Japan,
0,Akita,Japan,
0,Ontario,Canada,Timiskaming District
0,New Jersey,United States,Salem County
0,West Virginia,United States,Greenbrier County
0,Trenčín Region,Slovakia,Prievidza District
0,North Carolina,United States,Watauga County
0,Pardubice Region,Czechia,Ústí nad Orlicí District
0,Alberta,Canada,Thorhild County
0,New York,United States,Schenectady County
0,New York,United States,Columbia County
0,New Hampshire,United States,Hillsborough County
0,New York,United States,Onondaga County
0,Banská Bystrica Region,Slovakia,Banská Bystrica District
0,Massachusetts,United States,Worcester County
0,Tyrol,Austria,Kufstein District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Yufutsu District
0,Iowa,United States,Dickinson County
0,Iowa,United States,Dallas County
0,Alberta,Canada,Brazeau County
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Alberta,Canada,Vermilion River County No. 24
0,Alberta,Canada,County Of Northern Lights
0,Manitoba,Canada,Whitehead
0,Manitoba,Canada,Shell River
0,Salzburg,Austria,Zell am See District
0,Manitoba,Canada,Thompson
0,Tyrol,Austria,Reutte District
0,Bavaria,Germany,Upper Bavaria
0,Auvergne-Rhône-Alpes,France,Ardèche
0,Ontario,Canada,Thunder Bay District
0,Ontario,Canada,Cochrane District
0,Tyrol,Austria,Schwaz District
0,Salzburg,Austria,St. Johann im Pongau District
0,Salzburg,Austria,Hallein District
0,Hebei,China,
0,California,United States,Siskiyou County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Lower Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Salzburg,Austria,Zell am See District
0,Bavaria,Germany,Upper Palatinate
0,North Rhine-Westphalia,Germany,Arnsberg
0,Ontario,Canada,Sudbury District
0,Ontario,Canada,Thunder Bay District
0,Ontario,Canada,Regional Municipality of York
0,Tyrol,Austria,Landeck District
0,Tyrol,Austria,Reutte District
0,Tyrol,Austria,Imst District
0,Tyrol,Austria,Schwaz District
0,Tyrol,Austria,Zell am See District
0,Salzburg,Austria,Zell am See District
0,Salzburg,Austria,St. Johann im Pongau District
0,Salzburg,Austria,St. Johann im Pongau District
0,Nidwalden,Switzerland,Nidwalden
0,Tyrol,Austria,East Tyrol
0,Upper Austria,Austria,Kirchdorf an der Krems District
0,Radovljica,Slovenia,Municipality of Gorje
0,New Jersey,United States,Warren County
0,Hebei,China,
0,England,United Kingdom,Redcar and Cleveland
0,Lombardy,Italy,Province of Brescia
0,Tyrol,Austria,Imst District
0,Tyrol,Austria,Kitzbühel District
0,Tyrol,Austria,East Tyrol
0,Salzburg,Austria,Zell am See District
0,Plzeň Region,Czechia,Klatovy District
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,Districts of Republican Subordination,Tajikistan,Vahdat District
0,Lesser Poland Voivodeship,Poland,Limanowa County
0,Świętokrzyskie Voivodeship,Poland,Kielce County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Gangwon-do,South Korea,
0,Podkarpackie Voivodeship,Poland,Strzyżów County
0,Silesian Voivodeship,Poland,Bielsko County
0,Lublin Voivodeship,Poland,Janów Lubelski County
0,Silesian Voivodeship,Poland,Bielsko County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Silesian Voivodeship,Poland,Bielsko County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Silesian Voivodeship,Poland,Bielsko County
0,Lower Silesian Voivodeship,Poland,Dzierżoniów County
0,Lublin Voivodeship,Poland,Krasnystaw County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lublin Voivodeship,Poland,Puławy County
0,Lublin Voivodeship,Poland,Zamość County
0,Greater Poland Voivodeship,Poland,Chodzież County
0,Podkarpackie Voivodeship,Poland,Krosno County
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Silesian Voivodeship,Poland,Zawiercie County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Podkarpackie Voivodeship,Poland,Krosno County
0,Lesser Poland Voivodeship,Poland,Wadowice County
0,Lower Silesian Voivodeship,Poland,Kamienna Góra County
0,Podkarpackie Voivodeship,Poland,Bieszczady County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Silesian Voivodeship,Poland,Bytom
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,Lower Silesian Voivodeship,Poland,Wałbrzych County
0,Podlaskie Voivodeship,Poland,Suwałki
0,Silesian Voivodeship,Poland,Bielsko-Biała
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lublin Voivodeship,Poland,Lublin
0,Warmian-Masurian Voivodeship,Poland,Mrągowo County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Podkarpackie Voivodeship,Poland,Bieszczady County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Łódź Voivodeship,Poland,Radomsko County
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,Silesian Voivodeship,Poland,Żywiec County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Lublin Voivodeship,Poland,Zamość County
0,Lesser Poland Voivodeship,Poland,Tarnów County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Lesser Poland Voivodeship,Poland,Tarnów County
0,Podkarpackie Voivodeship,Poland,Lesko County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Lesser Poland Voivodeship,Poland,Limanowa County
0,Podkarpackie Voivodeship,Poland,Sanok County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Warmian-Masurian Voivodeship,Poland,Olsztyn County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lublin Voivodeship,Poland,Puławy County
0,Podkarpackie Voivodeship,Poland,Krosno County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lesser Poland Voivodeship,Poland,Wadowice County
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Podkarpackie Voivodeship,Poland,Sanok County
0,Pomeranian Voivodeship,Poland,Kartuzy County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Warmian-Masurian Voivodeship,Poland,Lidzbark County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Podkarpackie Voivodeship,Poland,Bieszczady County
0,Podkarpackie Voivodeship,Poland,Lesko County
0,Lesser Poland Voivodeship,Poland,Limanowa County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lesser Poland Voivodeship,Poland,Tarnów County
0,Lesser Poland Voivodeship,Poland,Limanowa County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Łódź Voivodeship,Poland,Zgierz County
0,Greater Poland Voivodeship,Poland,Poznań
0,Podkarpackie Voivodeship,Poland,Jasło County
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,Warmian-Masurian Voivodeship,Poland,Giżycko County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Podkarpackie Voivodeship,Poland,Bieszczady County
0,Lesser Poland Voivodeship,Poland,Sucha County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lesser Poland Voivodeship,Poland,Myślenice County
0,Kuyavian-Pomeranian Voivodeship,Poland,Bydgoszcz
0,Lower Silesian Voivodeship,Poland,Wałbrzych County
0,Tyrol,Austria,Kufstein District
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Lublin Voivodeship,Poland,Janów Lubelski County
0,Świętokrzyskie Voivodeship,Poland,Kielce County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Podkarpackie Voivodeship,Poland,Strzyżów County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Podkarpackie Voivodeship,Poland,Lesko County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Lublin Voivodeship,Poland,Puławy County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Masovian Voivodeship,Poland,Warsaw
0,Silesian Voivodeship,Poland,Żywiec County
0,Świętokrzyskie Voivodeship,Poland,Kielce
0,Silesian Voivodeship,Poland,Żywiec County
0,Warmian-Masurian Voivodeship,Poland,Gołdap County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Podkarpackie Voivodeship,Poland,Lesko County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Lesser Poland Voivodeship,Poland,Limanowa County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Podkarpackie Voivodeship,Poland,Przemyśl
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Silesian Voivodeship,Poland,Żywiec County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Podlaskie Voivodeship,Poland,Łomża County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lublin Voivodeship,Poland,Puławy County
0,Świętokrzyskie Voivodeship,Poland,Kielce County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lesser Poland Voivodeship,Poland,Myślenice County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Silesian Voivodeship,Poland,Żywiec County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lesser Poland Voivodeship,Poland,Myślenice County
0,Lesser Poland Voivodeship,Poland,Gorlice County
0,Silesian Voivodeship,Poland,Zawiercie County
0,Podkarpackie Voivodeship,Poland,Bieszczady County
0,Silesian Voivodeship,Poland,Katowice
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Silesian Voivodeship,Poland,Cieszyn County
0,West Pomeranian Voivodeship,Poland,Szczecin
0,Podlaskie Voivodeship,Poland,Suwałki County
0,Lesser Poland Voivodeship,Poland,Myślenice County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Lublin Voivodeship,Poland,Biłgoraj County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Świętokrzyskie Voivodeship,Poland,Ostrowiec County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Silesian Voivodeship,Poland,Bielsko-Biała
0,Świętokrzyskie Voivodeship,Poland,Kielce
0,Lesser Poland Voivodeship,Poland,Limanowa County
0,Lublin Voivodeship,Poland,Tomaszów Lubelski County
0,Świętokrzyskie Voivodeship,Poland,Kielce County
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Kuyavian-Pomeranian Voivodeship,Poland,Chełmno County
0,Lower Silesian Voivodeship,Poland,Dzierżoniów County
0,Pomeranian Voivodeship,Poland,Kartuzy County
0,Podkarpackie Voivodeship,Poland,Krosno County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Podkarpackie Voivodeship,Poland,Sanok County
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lesser Poland Voivodeship,Poland,Nowy Targ County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Montana,United States,Jefferson County
0,Michigan,United States,Baraga County
0,Pomeranian Voivodeship,Poland,Gdańsk County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lower Silesian Voivodeship,Poland,Karkonosze County
0,Lesser Poland Voivodeship,Poland,Limanowa County
0,Lower Silesian Voivodeship,Poland,Kłodzko County
0,Silesian Voivodeship,Poland,Sosnowiec
0,Lower Silesian Voivodeship,Poland,Lubań County
0,Lower Silesian Voivodeship,Poland,Kamienna Góra County
0,Michigan,United States,Montcalm County
0,Fukushima,Japan,
0,Carinthia,Austria,Villach-Land
0,Ticino,Switzerland,Lugano District
0,Styria,Austria,Liezen District
0,Utah,United States,Summit County
0,Styria,Austria,Liezen District
0,Bavaria,Germany,Upper Bavaria
0,Harghita County,Romania,Baile Tusnad
0,Sibiu,Romania,Cartisoara
0,Bistrița-Năsăud County,Romania,Bistrita
0,Maramureș County,Romania,Borsa
0,Harghita County,Romania,Borsec
0,Brașov County,Romania,Sacele
0,Harghita County,Romania,Vlahita
0,Suceava County,Romania,Municipiul Câmpulung Moldovenesc
0,Suceava County,Romania,Gura Humorului
0,Harghita County,Romania,Ciumani
0,Iași County,Romania,Iași metropolitan area
0,Caraș-Severin County,Romania,Turnu Ruieni
0,Bacău County,Romania,Slanic - Moldova
0,Maramureș County,Romania,Cavnic
0,Timiș County,Romania,Timisoara
0,Covasna County,Romania,Sfantu Gheorghe
0,Harghita County,Romania,Toplita
0,Harghita County,Romania,Ciumani
0,New York,United States,Broome County
0,New York,United States,Cortland County
0,New York,United States,Dutchess County
0,Shandong,China,
0,Liaoning,China,
0,Liaoning,China,
0,Liaoning,China,
0,Liaoning,China,
0,Jilin,China,
0,Jilin,China,
0,Styria,Austria,Bruck-Mürzzuschlag District
0,Heilongjiang,China,
0,Heilongjiang,China,
0,Veneto,Italy,Province of Vicenza
0,Maine,United States,Oxford County
0,Massachusetts,United States,Berkshire County
0,Ontario,Canada,"Stormont, Dundas and Glengarry United Counties"
0,Quebec,Canada,Laurentides
0,Hokkaido,Japan,
0,Vermont,United States,Franklin County
0,Wisconsin,United States,Taylor County
0,Baden-Württemberg,Germany,Freiburg
0,Tyrol,Austria,Landeck District
0,Rhineland-Palatinate,Germany,
0,North Rhine-Westphalia,Germany,Arnsberg
0,North Rhine-Westphalia,Germany,Arnsberg
0,Lower Saxony,Germany,
0,Alaska,United States,Chugach
0,Alaska,United States,Anchorage Municipality
0,Alaska,United States,Fairbanks North Star Borough
0,Michigan,United States,Oakland County
0,Alaska,United States,Anchorage Municipality
0,Idaho,United States,Bonneville County
0,Michigan,United States,Chippewa County
0,New York,United States,Erie County
0,Salzburg,Austria,Zell am See District
0,Wisconsin,United States,Eau Claire County
0,Wisconsin,United States,Taylor County
0,Vaud,Switzerland,Aigle District
0,Piedmont,Italy,Metropolitan City of Turin
0,Canton of Bern,Switzerland,Frutigen-Niedersimmental
0,Colorado,United States,San Miguel County
0,Škofja Loka,Slovenia,Municipality of Železniki
0,Škofja Loka,Slovenia,Municipality of Škofja Loka
0,Črnomelj,Slovenia,Municipality of Semič
0,Catalonia,Spain,Lleida
0,Catalonia,Spain,Lleida
0,Gyeonggi-do,South Korea,
0,Adjara,Georgia,
0,Samegrelo-Zemo Svaneti,Georgia,
0,Bavaria,Germany,Upper Bavaria
0,Samegrelo-Zemo Svaneti,Georgia,
0,Vermont,United States,Rutland County
0,Bavaria,Germany,Upper Bavaria
0,Piedmont,Italy,Province of Verbano-Cusio-Ossola
0,Bavaria,Germany,Upper Bavaria
0,Lviv Oblast,Ukraine,Drohobyts'kyi district
0,Lapland,Finland,Eastern Lapland
0,Quebec,Canada,Laurentides
0,Quebec,Canada,Estrie
0,Olomouc Region,Czechia,Olomouc District
0,Liberec Region,Czechia,Česká Lípa District
0,Aosta,Italy,Aosta Valley
0,Schwyz,Switzerland,Schwyz District
0,Ontario,Canada,Toronto
0,Veneto,Italy,Province of Vicenza
0,Montana,United States,Gallatin County
0,Nevada,United States,Washoe County
0,Oregon,United States,Klamath County
0,England,United Kingdom,Plymouth
0,Michigan,United States,Ontonagon County
0,Ontario,Canada,Kenora District
0,Colorado,United States,Boulder County
0,Quebec,Canada,Outaouais
0,Quebec,Canada,Gaspésie--Îles-de-la-Madeleine
0,Colorado,United States,Gunnison County
0,Vermont,United States,Windham County
0,Michigan,United States,Oscoda County
0,Saskatchewan,Canada,Maple Creek No. 111
0,Ontario,Canada,Nipissing District
0,Ontario,Canada,Algoma District
0,Massachusetts,United States,Norfolk County
0,Quebec,Canada,Lanaudière
0,Quebec,Canada,Laurentides
0,Saskatchewan,Canada,Invergordon No. 430
0,Ontario,Canada,Frontenac County
0,Veneto,Italy,Province of Belluno
0,New Hampshire,United States,Grafton County
0,Zakarpattia Oblast,Ukraine,Mizhhirs'kyi district
0,Múlaþing,Iceland,
0,Republika Srpska,Bosnia and Herzegovina,
0,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Una-Sana Canton
0,Republika Srpska,Bosnia and Herzegovina,
0,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Central Bosnia Canton
0,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Herzegovina-Neretva Canton
0,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Central Bosnia Canton
0,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Central Bosnia Canton
0,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Central Bosnia Canton
0,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Central Bosnia Canton
0,Lika-Senj County,Croatia,Općina Karlobag
0,Lika-Senj County,Croatia,Plitvička Jezera
0,Primorje-Gorski Kotar County,Croatia,Općina Mrkopalj
0,Primorje-Gorski Kotar County,Croatia,Općina Mrkopalj
0,Primorje-Gorski Kotar County,Croatia,Općina Delnice
0,Primorje-Gorski Kotar County,Croatia,Općina Čabar
0,Virovitica-Podravina County,Croatia,Općina Virovitica
0,Xinjiang,China,
0,New Hampshire,United States,Hillsborough County
